Protein Details,Gene Name,BCC count,BCC proportion,BCC mean,BCC std,BCC UNIQUE,Keratosis count,Keratosis proportion,Keratosis mean,Keratosis std,Keratosis UNIQUE,Proportion Direction,Fold Change,Log2 Fold Change,Fold Change Direction,Proportion STAT,Proportion Pvalue,BH-corrected Proportion Pvalue,Proportion Rank,StudentT STAT,StudentT Pvalue,BH-corrected StudentT Pvalue,StudentT Rank,MannWhitneyU STAT,MannWhitneyU Pvalue,BH-corrected MannWhitneyU Pvalue,MannWhitneyU Rank,Minimal Pvalue,BH-corrected Minimal Pvalue,is 5% Significant?,Minimal Rank
P02787 (gene TF):  Serotransferrin,TF,20,1.0,1407886407.3,1431039556.5260344,False,7,1.0,412592555.14285713,666297396.3723583,False,0.0,3.412292320234732,1.770741243047878,1.0,0.0,1.0,1.0,5632.5,1.7070877119808217,0.10019823781020466,0.6324960057013681,629.0,106.0,0.0477979347544565,0.15780318692488784,1800.5,0.0477979347544565,0.39188613661716104,False,629.0
P15924 (gene DSP):  Desmoplakin,DSP,20,1.0,38371759.410000004,38356250.61931531,False,7,1.0,20890658.228571426,24190464.71142436,False,0.0,1.836790348593155,0.8771869665113784,1.0,0.0,1.0,1.0,5632.5,1.087093871607263,0.28736576216941023,0.6334312970174262,2692.0,97.0,0.1454815715685281,0.2837342451709181,3057.5,0.1454815715685281,0.7466192708677725,False,2692.0
"P08779 (gene KRT16):  Keratin, type I cytoskeletal 16",KRT16,20,1.0,239379445.5,314023944.97966033,False,7,1.0,292329895.0,539603615.2708703,False,0.0,0.8188674836010158,-0.28829809383927013,-1.0,0.0,1.0,1.0,5632.5,-0.3010416470944885,0.7658723303420782,0.8896406391785122,5136.0,91.0,0.2634550634550634,0.41530346013369995,3778.5,0.2634550634550634,1.0,False,3778.5
P68104;Q5VTE0 (gene EEF1A1;EEF1A1P5):  Elongation factor 1-alpha 1; Putative elongation factor 1-alpha-like 3,EEF1A1;EEF1A1P5,20,1.0,480009373.45,525853601.88958514,False,6,0.8571428571428571,123942620.0,254214784.3891025,False,1.0,3.8728354576496455,1.9533902079307857,1.0,1.7225077552896428,0.08497757914833869,0.21889307464911026,2163.0,1.6574129599715524,0.10993391837300695,0.6324960057013681,747.0,117.0,0.007679920723398985,0.12693334809660636,311.5,0.007679920723398985,0.22079158127393178,False,311.5
P31947 (gene SFN):  14-3-3 protein sigma,SFN,20,1.0,347964672.95,494037048.1865945,False,7,1.0,604569095.2857143,1421006002.460833,False,0.0,0.575558154830184,-0.7969663881696069,-1.0,0.0,1.0,1.0,5632.5,-0.6699675074713503,0.5090200771002287,0.7007360564528408,4320.0,110.0,0.026330191547582853,0.13185678880275506,1118.0,0.026330191547582853,0.2949318884765883,False,1118.0
P51884 (gene LUM):  Lumican,LUM,20,1.0,89698809.9,80720303.79665138,False,7,1.0,23334461.42857143,37163965.68478912,False,0.0,3.844048862004854,1.9426266744373835,1.0,0.0,1.0,1.0,5632.5,2.0195220330429406,0.05427522048386275,0.6324960057013681,145.0,116.0,0.009315000619348446,0.12693334809660636,387.0,0.009315000619348446,0.22079158127393178,False,145.0
P06733 (gene ENO1):  Alpha-enolase,ENO1,20,1.0,812742691.3,883518226.5163863,False,6,0.8571428571428571,258712243.14285713,508076207.72735107,False,1.0,3.1414929630957285,1.6514503484690992,1.0,1.7225077552896428,0.08497757914833869,0.21889307464911026,2163.0,1.5113782804847558,0.14323048343362693,0.6324960057013681,1151.0,109.0,0.03076247424073511,0.13625012718650753,1339.5,0.03076247424073511,0.3013611187524231,False,1151.0
P07585 (gene DCN):  Decorin,DCN,20,1.0,23573300.35,39885472.51469084,False,6,0.8571428571428571,1527583.857142857,1840931.535209935,False,1.0,15.43175534341879,3.9478302709379243,1.0,1.7225077552896428,0.08497757914833869,0.21889307464911026,2163.0,1.4066458567646756,0.17184239718871339,0.6324960057013681,1482.0,122.0,0.0026508113464635205,0.12693334809660636,88.5,0.0026508113464635205,0.14036751916865114,False,88.5
P11142 (gene HSPA8):  Heat shock cognate 71 kDa protein,HSPA8,20,1.0,287785155.05,286833843.59118116,False,7,1.0,136331210.8285714,299864816.5210608,False,0.0,2.1109264217705146,1.077876293134729,1.0,0.0,1.0,1.0,5632.5,1.1432759136349973,0.2637543461358484,0.6324960057013681,2484.0,112.0,0.01901287118678423,0.12702216069468614,886.5,0.01901287118678423,0.2539495287321375,False,886.5
P12111 (gene COL6A3):  Collagen alpha-3(VI) chain,COL6A3,20,1.0,4496123.005000001,5258040.997295233,False,7,1.0,232937.2285714286,224185.71602415273,False,0.0,19.301865281710405,4.2706683673880805,1.0,0.0,1.0,1.0,5632.5,2.063523000197867,0.049591145771668774,0.6324960057013681,105.0,125.0,0.001270227357183879,0.12693334809660636,21.0,0.001270227357183879,0.12066726719594008,False,21.0
P14618 (gene PKM):  Pyruvate kinase PKM,PKM,20,1.0,267940565.0,351311066.167999,False,7,1.0,239682473.20000002,503616039.47080874,False,0.0,1.1178980316029168,0.16078859962131897,1.0,0.0,1.0,1.0,5632.5,0.15617728546235343,0.8771475971331095,0.9912980800333645,5279.0,99.0,0.11642624686102948,0.2425606629313634,2755.0,0.11642624686102948,0.6520504038884642,False,2755.0
P01876 (gene IGHA1):  Immunoglobulin heavy constant alpha 1,IGHA1,20,1.0,877206153.1,928152790.2532008,False,5,0.7142857142857143,514891341.71428573,1001078677.4347037,False,1.0,1.7036723712995776,0.7686479213928411,1.0,2.484236013632475,0.012982972930050131,0.09155604787314313,801.0,0.8377837950611632,0.4100904733343417,0.6608477386411024,3700.0,102.0,0.08131465220935227,0.20221791691212157,2346.0,0.012982972930050131,0.22437084171819727,False,801.0
P14923 (gene JUP):  Junction plakoglobin,JUP,20,1.0,39230892.4,36876921.255173415,False,7,1.0,27087925.14285714,30190964.374645866,False,0.0,1.4482797110927268,0.5343402618379334,1.0,0.0,1.0,1.0,5632.5,0.7544763450782798,0.4576118537701217,0.6725834356842044,4059.0,88.0,0.3410943323986802,0.487300954763057,4174.0,0.3410943323986802,1.0,False,4059.0
P62937 (gene PPIA):  Peptidyl-prolyl cis-trans isomerase A,PPIA,20,1.0,915930673.6,817431192.4666041,False,7,1.0,140247983.7142857,237157256.2541367,False,0.0,6.53079387911868,2.7072583755163078,1.0,0.0,1.0,1.0,5632.5,2.3810319108028724,0.025197593807138177,0.6324960057013681,16.0,119.0,0.005125952952039909,0.12693334809660636,194.0,0.005125952952039909,0.18167189294180258,False,16.0
P63104 (gene YWHAZ):  14-3-3 protein zeta/delta,YWHAZ,20,1.0,589274125.55,704870882.6802708,False,7,1.0,619454537.4285715,1417425256.2861462,False,0.0,0.9512790526906868,-0.07205948473874452,-1.0,0.0,1.0,1.0,5632.5,-0.07014019667347819,0.9446401301734231,1.0,5358.0,109.0,0.03076247424073511,0.13625012718650753,1339.5,0.03076247424073511,0.3013611187524231,False,1339.5
P01834 (gene IGKC):  Immunoglobulin kappa constant,IGKC,20,1.0,2808141202.0,2870919850.2110887,False,7,1.0,1534930395.7142856,2433284866.2236567,False,0.0,1.829490907106064,0.8714422452448664,1.0,0.0,1.0,1.0,5632.5,1.0092845828648287,0.3225075451533691,0.6367660928456432,3017.0,101.0,0.09193157888810063,0.21441118047162175,2556.0,0.09193157888810063,0.5752828043504418,False,2556.0
P47929 (gene LGALS7B):  Galectin-7,LGALS7B,20,1.0,468108778.5,586175226.3797675,False,7,1.0,325120764.4285714,693401413.793957,False,0.0,1.4397996981913512,0.5258681210246473,1.0,0.0,1.0,1.0,5632.5,0.50880489885674,0.6153502386226926,0.7484353468635694,4905.0,102.0,0.08126752474578562,0.20221791691212157,2342.5,0.08126752474578562,0.5375189053584889,False,2342.5
P0DOY2 (gene IGLC2):  Immunoglobulin lambda constant 2,IGLC2,20,1.0,1149792394.5,1185717597.59626,False,7,1.0,447907384.0,781670752.6531383,False,0.0,2.567031568517293,1.3601010378156704,1.0,0.0,1.0,1.0,5632.5,1.4040260650783687,0.17261257824288517,0.6324960057013681,1497.0,110.0,0.026330191547582853,0.13185678880275506,1118.0,0.026330191547582853,0.2949318884765883,False,1118.0
P68363 (gene TUBA1B):  Tubulin alpha-1B chain,TUBA1B,20,1.0,365457707.95,364068337.2355402,False,7,1.0,173370242.0,393265494.86273855,False,0.0,2.107960995693816,1.075848172554015,1.0,0.0,1.0,1.0,5632.5,1.1318580534614278,0.26843444291583374,0.6324960057013681,2532.0,113.0,0.016033242120198642,0.12702216069468614,707.0,0.016033242120198642,0.23715947724571512,False,707.0
P04075 (gene ALDOA):  Fructose-bisphosphate aldolase A,ALDOA,20,1.0,361627227.75,388750314.6364448,False,6,0.8571428571428571,217701734.2857143,395365444.62555623,False,1.0,1.6611132149980694,0.7321504051184793,1.0,1.7225077552896428,0.08497757914833869,0.21889307464911026,2163.0,0.8076319988197331,0.4269205043636186,0.6612440801081791,3848.0,101.0,0.09193157888810063,0.21441118047162175,2556.0,0.08497757914833869,0.548279996970788,False,2163.0
P31151 (gene S100A7):  Protein S100-A7,S100A7,20,1.0,567327957.75,518910925.3716692,False,7,1.0,283427950.0,405759813.3301144,False,0.0,2.00166552998742,1.0012009259514796,1.0,0.0,1.0,1.0,5632.5,1.2641534598304733,0.2178348222521769,0.6324960057013681,2007.0,100.0,0.10364064277107757,0.23350455995930847,2645.0,0.10364064277107757,0.5898124719608097,False,2007.0
P02545 (gene LMNA):  Prelamin-A/C,LMNA,20,1.0,95001284.1,137635723.8296372,False,7,1.0,18263236.52857143,29043073.584733576,False,0.0,5.201777020812965,2.3790045580925043,1.0,0.0,1.0,1.0,5632.5,1.4085059954797834,0.1712972010888258,0.6324960057013681,1474.0,115.0,0.011224846007454704,0.12693334809660636,462.5,0.011224846007454704,0.22437084171819727,False,462.5
P20930 (gene FLG):  Filaggrin,FLG,20,1.0,22722363.45,25265937.650114965,False,7,1.0,15684086.12857143,22071432.15449064,False,0.0,1.4487527844294104,0.5348114340211461,1.0,0.0,1.0,1.0,5632.5,0.6300344564949107,0.5343887347330878,0.7007360564528408,4408.0,92.0,0.24039953605170994,0.383995617693307,3733.5,0.24039953605170994,1.0,False,3733.5
P04792 (gene HSPB1):  Heat shock protein beta-1,HSPB1,20,1.0,649915344.5,802237976.1191325,False,7,1.0,768362797.2857143,1779333798.768323,False,0.0,0.8458443677854557,-0.2415358576404644,-1.0,0.0,1.0,1.0,5632.5,-0.2278418607297846,0.8216223536162832,0.9401225473100777,5214.0,104.0,0.0628064367194802,0.17658020804355273,2119.0,0.0628064367194802,0.4612677900719149,False,2119.0
P68371 (gene TUBB4B):  Tubulin beta-4B chain,TUBB4B,20,1.0,320184576.255,389487285.34619075,False,6,0.8571428571428571,153207431.7142857,350464816.40290725,False,1.0,2.089876272138713,1.0634175323273316,1.0,1.7225077552896428,0.08497757914833869,0.21889307464911026,2163.0,0.9634365744614245,0.3445557578502031,0.6433641505876118,3195.0,114.0,0.013454500411022152,0.12702216069468614,590.0,0.013454500411022152,0.22868817507737363,False,590.0
Q01469 (gene FABP5):  Fatty acid-binding protein 5,FABP5,20,1.0,814387930.3,1131892811.0599537,False,7,1.0,510147072.85714287,973147562.4172666,False,0.0,1.5963787182761164,0.6748029511616703,1.0,0.0,1.0,1.0,5632.5,0.6099389515982512,0.5474068145186958,0.7007360564528408,4461.0,97.0,0.1454815715685281,0.2837342451709181,3057.5,0.1454815715685281,0.7466192708677725,False,3057.5
P13639 (gene EEF2):  Elongation factor 2,EEF2,20,1.0,53079520.6,72340065.03408657,False,7,1.0,35677720.4,80754722.08650582,False,0.0,1.487749777869735,0.5731319023987281,1.0,0.0,1.0,1.0,5632.5,0.5110353825854264,0.6138100293565036,0.7474289857633948,4898.0,112.0,0.01901287118678423,0.12702216069468614,886.5,0.01901287118678423,0.2539495287321375,False,886.5
Q6UWP8 (gene SBSN):  Suprabasin,SBSN,20,1.0,58305070.9,94037539.1445373,False,7,1.0,58047519.571428575,121605843.2104119,False,0.0,1.004436904978403,0.006386942136223091,1.0,0.0,1.0,1.0,5632.5,0.005537894895827516,0.995625376587554,1.0,5428.0,98.0,0.13036496514757384,0.25916607199947533,3000.5,0.13036496514757384,0.7100645606242473,False,3000.5
Q15149 (gene PLEC):  Plectin,PLEC,20,1.0,7072584.0,12044044.114041941,False,7,1.0,3185330.6428571427,5663124.383707625,False,0.0,2.2203610215025877,1.1507942718842146,1.0,0.0,1.0,1.0,5632.5,0.7916312896439333,0.4360228155075121,0.6625946618242475,3925.0,101.0,0.09193157888810063,0.21441118047162175,2556.0,0.09193157888810063,0.5752828043504418,False,2556.0
"P06576 (gene ATP5F1B):  ATP synthase subunit beta, mitochondrial",ATP5F1B,20,1.0,54981947.0,65210895.64814308,False,6,0.8571428571428571,11732886.857142856,21339716.970057808,False,1.0,4.686139708789819,2.2283999661886025,1.0,1.7225077552896428,0.08497757914833869,0.21889307464911026,2163.0,1.6576914072617768,0.10987720892417156,0.6324960057013681,745.0,114.0,0.013454500411022152,0.12702216069468614,590.0,0.013454500411022152,0.22868817507737363,False,590.0
P21333 (gene FLNA):  Filamin-A,FLNA,20,1.0,56361761.085,83842092.01341243,False,6,0.8571428571428571,37500809.41428571,88574476.70421849,False,1.0,1.5029478554008975,0.5877949559877801,1.0,1.7225077552896428,0.08497757914833869,0.21889307464911026,2163.0,0.4856612834630625,0.631436731359011,0.7639731371502453,4931.0,114.0,0.013454500411022152,0.12702216069468614,590.0,0.013454500411022152,0.22868817507737363,False,590.0
Q9NZT1 (gene CALML5):  Calmodulin-like protein 5,CALML5,20,1.0,410548303.0,402565902.5433684,False,7,1.0,297588137.4285714,565172318.0906845,False,0.0,1.3795855794102023,0.4642349537272054,1.0,0.0,1.0,1.0,5632.5,0.549542340895324,0.5875093297304699,0.7222502907834295,4853.0,103.0,0.07157190635451506,0.1898612687021062,2245.0,0.07157190635451506,0.48284733506713556,False,2245.0
P07900 (gene HSP90AA1):  Heat shock protein HSP 90-alpha,HSP90AA1,20,1.0,124831136.41,182980124.72719628,False,5,0.7142857142857143,123810893.8,294047759.05524486,False,1.0,1.0082403298989753,0.0118395688246762,1.0,2.484236013632475,0.012982972930050131,0.09155604787314313,801.0,0.01028775027187143,0.9918733656615468,1.0,5425.0,111.0,0.02501703458727699,0.13185678880275506,1081.0,0.012982972930050131,0.22437084171819727,False,801.0
P27482 (gene CALML3):  Calmodulin-like protein 3,CALML3,20,1.0,120414116.5,114993037.48575355,False,7,1.0,181714056.42857143,380538608.13381314,False,0.0,0.6626571376294821,-0.5936654896864525,-1.0,0.0,1.0,1.0,5632.5,-0.6173390615108636,0.5425936377412253,0.7007360564528408,4435.0,99.0,0.11642624686102948,0.2425606629313634,2755.0,0.11642624686102948,0.6520504038884642,False,2755.0
P01009 (gene SERPINA1):  Alpha-1-antitrypsin,SERPINA1,20,1.0,1571388124.0,1469445816.254784,False,7,1.0,900083712.0,2021487381.9850943,False,0.0,1.7458244194957706,0.8039084719913139,1.0,0.0,1.0,1.0,5632.5,0.9020669287644904,0.37563058974194463,0.6518359797558004,3438.0,111.0,0.02242491807709199,0.13185678880275506,994.5,0.02242491807709199,0.27403269539620984,False,994.5
P29401 (gene TKT):  Transketolase,TKT,20,1.0,113361238.25,142248860.02847087,False,5,0.7142857142857143,37366174.32857143,57429370.38498245,False,1.0,3.0337930036181726,1.6011226535344523,1.0,2.484236013632475,0.012982972930050131,0.09155604787314313,801.0,1.3228982073470317,0.19784288147505824,0.6324960057013681,1789.0,107.0,0.04340491874717438,0.14814287485448646,1746.5,0.012982972930050131,0.22437084171819727,False,801.0
O43707 (gene ACTN4):  Alpha-actinin-4,ACTN4,20,1.0,83707565.095,143138551.63239357,False,6,0.8571428571428571,63273462.0,144150030.5252021,False,1.0,1.322949028693873,0.4037574777411721,1.0,1.7225077552896428,0.08497757914833869,0.21889307464911026,2163.0,0.31222827448486534,0.7574564177582002,0.8816799720564159,5124.0,107.0,0.04144229361620666,0.14603941152645536,1690.5,0.04144229361620666,0.36865515464357196,False,1690.5
P84243 (gene H3-3B):  Histone H3.3,H3-3B,17,0.85,590692763.1,1021699613.2872785,False,5,0.7142857142857143,8332918.0,12444070.17055365,False,1.0,70.88666456335334,6.1474423432568885,1.0,0.7955639998906923,0.42628549809681293,0.5704843610689964,4441.5,1.451089036303747,0.15918839791771297,0.6324960057013681,1338.0,116.0,0.011564594302771009,0.12693334809660636,482.0,0.011564594302771009,0.22437084171819727,False,482.0
P10412 (gene H1-4):  Histone H1.4,H1-4,19,0.95,225490360.0,446434101.9188027,False,7,1.0,3308543.4285714286,5252505.998018384,False,-1.0,68.15396710609136,6.090725730754381,1.0,-0.6028777143513754,0.5465900424550065,0.6730559738465571,4689.5,1.2670033797595264,0.21683059629145313,0.6324960057013681,1993.0,124.0,0.0016395842482799005,0.12693334809660636,41.0,0.0016395842482799005,0.12066726719594008,False,41.0
P69905 (gene HBA2):  Hemoglobin subunit alpha,HBA2,20,1.0,12370050370.0,12120612010.935673,False,7,1.0,4393949850.057143,8341699388.905205,False,0.0,2.8152461434759264,1.4932610659813739,1.0,0.0,1.0,1.0,5632.5,1.5516551393499596,0.13331331165914864,0.6324960057013681,1042.0,110.0,0.026330191547582853,0.13185678880275506,1118.0,0.026330191547582853,0.2949318884765883,False,1042.0
P20774 (gene OGN):  Mimecan,OGN,19,0.95,4887674.15,9974736.42572738,False,1,0.14285714285714285,85250.0,208819.00057226594,False,1.0,57.33342111369698,5.841304462821611,1.0,4.19403731261321,2.7403287588428855e-05,0.016850557504069635,4.5,1.2256399872406682,0.23175543247007896,0.6324960057013681,2155.0,130.0,0.0008984385338159086,0.12693334809660636,14.0,2.7403287588428855e-05,0.05055167251220891,False,4.5
