Protein Details,Gene Name,BCC count,BCC proportion,BCC mean,BCC std,BCC UNIQUE,SCC count,SCC proportion,SCC mean,SCC std,SCC UNIQUE,Proportion Direction,Fold Change,Log2 Fold Change,Fold Change Direction,Proportion STAT,Proportion Pvalue,BH-corrected Proportion Pvalue,Proportion Rank,StudentT STAT,StudentT Pvalue,BH-corrected StudentT Pvalue,StudentT Rank,MannWhitneyU STAT,MannWhitneyU Pvalue,BH-corrected MannWhitneyU Pvalue,MannWhitneyU Rank,Minimal Pvalue,BH-corrected Minimal Pvalue,is 5% Significant?,Minimal Rank
"Q04695 (gene KRT17):  Keratin, type I cytoskeletal 17",KRT17,60,1.0,85452056.65,141981003.66280496,False,63,1.0,107670603.41269842,248611590.50737423,False,0.0,0.7936433338491089,-0.33343729418473134,-1.0,0.0,1.0,1.0,5786.0,-0.599752065743218,0.549792949384508,0.7957459330489992,4122.0,1859.0,0.8773542051352488,1.0,5106.0,0.549792949384508,1.0,False,4122.0
P06702 (gene S100A9):  Protein S100-A9,S100A9,60,1.0,698558107.1666666,1060445379.3984336,False,63,1.0,1465879522.142857,1899612790.0440586,False,0.0,0.4765453753972206,-1.0693145045845713,-1.0,0.0,1.0,1.0,5786.0,-2.7251616016378177,0.0073805261770920425,0.3663104055522725,113.0,1551.0,0.08675957487889593,0.4170081030218195,1230.0,0.0073805261770920425,0.38032936814105955,False,113.0
P01857 (gene IGHG1):  Immunoglobulin heavy constant gamma 1,IGHG1,60,1.0,857150940.5833334,1031013401.2833061,False,60,0.9523809523809523,855128583.2857143,997682191.4773033,False,1.0,1.0023649745045915,0.003407908767452166,1.0,1.7113069358158497,0.08702446666618918,0.40676035029347113,1241.5,0.010965284852264808,0.9912692025641194,1.0,5603.0,1899.0,0.9656946546089356,1.0,5402.0,0.08702446666618918,0.8819692351178072,False,1241.5
P07355;A6NMY6 (gene ANXA2;ANXA2P2):  Annexin A2; Putative annexin A2-like protein,ANXA2;ANXA2P2,58,0.9666666666666667,89574338.61666666,127630547.24923527,False,60,0.9523809523809523,110793842.44444445,192274591.27298203,False,1.0,0.8084775890102491,-0.30672031212459766,-1.0,0.40102773539003445,0.688399703971349,0.9148381554539133,4423.0,-0.7116067735463801,0.47807798942735946,0.7486124107411094,3810.0,1930.0,0.841583200887917,1.0,4988.5,0.47807798942735946,1.0,False,3810.0
P05109 (gene S100A8):  Protein S100-A8,S100A8,56,0.9333333333333333,436138926.1666667,749155629.2812161,False,61,0.9682539682539683,1023320899.031746,1606136862.3692093,False,-1.0,0.42619956904948947,-1.230398960543092,-1.0,-0.8986943905753537,0.3688154656917907,0.6856818536357816,3209.0,-2.5563264290331635,0.011815670828797642,0.3938116880704287,179.0,1597.0,0.13885274491728777,0.5039447599673988,1630.0,0.011815670828797642,0.46890659976456806,False,179.0
Q09666 (gene AHNAK):  Neuroblast differentiation-associated protein AHNAK,AHNAK,60,1.0,6535866.583333333,11423274.19073428,False,61,0.9682539682539683,5902278.816825396,11538799.643973475,False,1.0,1.1073462955868307,0.1471064604202414,1.0,1.3914904141276763,0.1640767644601807,0.5087744162003327,1861.5,0.30338937146053246,0.7621141737726476,0.9246598880573191,4915.0,2104.0,0.28002180475954774,0.6666807302213485,2486.0,0.1640767644601807,1.0,False,1861.5
P08670 (gene VIM):  Vimentin,VIM,60,1.0,217775254.5,378706909.71659595,False,58,0.9206349206349206,127326608.15873016,314505059.09819776,False,1.0,1.710367201712555,0.7743060930749632,1.0,2.2279318632779614,0.025885059006724172,0.2648889571768732,576.0,1.4319231554089185,0.15474393634372163,0.5571528812472198,1657.0,2442.0,0.005261481954321383,0.14013393455125614,224.0,0.005261481954321383,0.33129970444388757,False,224.0
P35579 (gene MYH9):  Myosin-9,MYH9,60,1.0,34186002.291666664,83697251.8170302,False,60,0.9523809523809523,24763105.62063492,49316577.759977594,False,1.0,1.3805216040098918,0.4652134650748821,1.0,1.7113069358158497,0.08702446666618918,0.40676035029347113,1241.5,0.7587338972259507,0.44948718231672835,0.7242868989739348,3701.0,2107.0,0.2733173055549145,0.6642248550498933,2453.0,0.08702446666618918,0.8819692351178072,False,1241.5
P04406 (gene GAPDH):  Glyceraldehyde-3-phosphate dehydrogenase,GAPDH,60,1.0,248412776.05,448461549.3050807,False,62,0.9841269841269841,256420367.34920636,340398293.3583985,False,1.0,0.9687716253510308,-0.0457714847734134,-1.0,0.9798915009479252,0.32713967869426297,0.6509723852666315,2826.0,-0.11095769877443937,0.9118337291783394,1.0,5360.0,1827.0,0.7518219534401974,0.9530636652007916,4705.0,0.32713967869426297,1.0,False,2826.0
P02461 (gene COL3A1):  Collagen alpha-1(III) chain,COL3A1,49,0.8166666666666667,3030579.1333333333,10427557.76059413,False,48,0.7619047619047619,469610.2968253969,744387.1510071267,False,1.0,6.453391575554959,2.690057567241287,1.0,0.7435402106559904,0.45715468618198707,0.7665499881286496,3555.0,1.928294095899059,0.0561613170741799,0.4892909840428416,683.0,2261.5,0.059280974374687385,0.3631586709854967,973.0,0.0561613170741799,0.7750001950606568,False,683.0
P68871 (gene HBB):  Hemoglobin subunit beta,HBB,60,1.0,3627101810.0,5332064024.681905,False,62,0.9841269841269841,2713607898.6507936,4998123456.550628,False,1.0,1.3366344532691679,0.41860496688010745,1.0,0.9798915009479252,0.32713967869426297,0.6509723852666315,2826.0,0.9726944849768385,0.3326456548070744,0.6395629959971015,3103.0,2118.0,0.24968866928731293,0.6330822783544874,2353.0,0.24968866928731293,1.0,False,2353.0
P23527 (gene H2BC17):  Histone H2B type 1-O,H2BC17,48,0.8,223220650.83333334,491562249.79390264,False,38,0.6031746031746031,41710953.96825397,94588101.0714479,False,1.0,5.35160742195492,2.419972288032454,1.0,2.379192070234461,0.017350632697216765,0.2510976456183108,404.5,2.8519992856599385,0.005110571616508465,0.3663104055522725,78.0,2511.0,0.0014565545145291147,0.08784260734193837,97.0,0.0014565545145291147,0.21978978820411713,False,78.0
P02787 (gene TF):  Serotransferrin,TF,58,0.9666666666666667,469295469.1,630935508.6021366,False,60,0.9523809523809523,496618134.74920636,769405118.5554216,False,1.0,0.9449825454662357,-0.08164041296303037,-1.0,0.40102773539003445,0.688399703971349,0.9148381554539133,4423.0,-0.21301251882218344,0.8316756661467017,0.965702028849985,5138.0,1930.0,0.841583200887917,1.0,4988.5,0.688399703971349,1.0,False,4423.0
P15924 (gene DSP):  Desmoplakin,DSP,60,1.0,12790586.47,17122087.913666584,False,62,0.9841269841269841,16012059.034920637,32520420.194332357,False,1.0,0.7988095998212511,-0.32407642418448024,-1.0,0.9798915009479252,0.32713967869426297,0.6509723852666315,2826.0,-0.6769236366875272,0.4997464862333587,0.7616176144216128,3914.0,2080.0,0.3376427459200785,0.670879544082322,3002.0,0.32713967869426297,1.0,False,2826.0
"P08779 (gene KRT16):  Keratin, type I cytoskeletal 16",KRT16,60,1.0,79793148.5,131167887.33578587,False,63,1.0,208190141.06349206,482627584.73617595,False,0.0,0.38327054341956074,-1.3835649720308139,-1.0,0.0,1.0,1.0,5786.0,-1.975587650164871,0.05047757210398886,0.48623362299777434,610.0,1656.0,0.23741815222635576,0.6121161176242171,2314.0,0.05047757210398886,0.7491273511751183,False,610.0
P68104;Q5VTE0 (gene EEF1A1;EEF1A1P5):  Elongation factor 1-alpha 1; Putative elongation factor 1-alpha-like 3,EEF1A1;EEF1A1P5,59,0.9833333333333333,160003124.48333332,240922123.97452497,False,61,0.9682539682539683,126037962.15873016,200677338.48283592,False,1.0,1.2694835884590605,0.3442417443341622,1.0,0.5419138630083499,0.5878778461994884,0.8492201526455563,4129.0,0.8441742147595769,0.4002379773356074,0.6867471305102771,3477.0,2004.0,0.5657704219636175,0.8499475046008136,3971.0,0.4002379773356074,1.0,False,3477.0
P31947 (gene SFN):  14-3-3 protein sigma,SFN,57,0.95,115988224.31666666,206671749.63023436,False,57,0.9047619047619048,184104915.23809522,338320324.8478021,False,1.0,0.6300115570877795,-0.6665498008775137,-1.0,0.9630062057852747,0.33554440897236193,0.6509723852666315,3045.5,-1.328640707632002,0.18646679961527854,0.5801275886239928,1914.0,1723.0,0.3994405732802586,0.7273732487392959,3275.0,0.18646679961527854,1.0,False,1914.0
P51884 (gene LUM):  Lumican,LUM,60,1.0,29899603.3,41160527.14995257,False,55,0.873015873015873,35182728.93650793,67361010.77328083,False,1.0,0.8498375255073901,-0.23474104604889254,-1.0,2.854657303947597,0.004308328998323205,0.15031281171927624,171.0,-0.5175271704735992,0.605733056398531,0.8339156397215598,4332.0,2283.0,0.04700635532711419,0.3322392406919895,841.0,0.004308328998323205,0.3213447317353977,False,171.0
P06733 (gene ENO1):  Alpha-enolase,ENO1,59,0.9833333333333333,270914230.43333334,395871578.47155964,False,61,0.9682539682539683,331435088.1904762,507366478.6472908,False,1.0,0.8173975541106189,-0.290890168482253,-1.0,0.5419138630083499,0.5878778461994884,0.8492201526455563,4129.0,-0.7291190502944521,0.4673378037616852,0.7393628579268666,3771.0,1823.0,0.7365094734694867,0.9435292073693274,4657.0,0.4673378037616852,1.0,False,3771.0
P07585 (gene DCN):  Decorin,DCN,55,0.9166666666666666,7857766.783333333,17019318.471935716,False,46,0.7301587301587301,9187516.977777777,32388134.1225247,False,1.0,0.8552655524162164,-0.22555566123795376,-1.0,2.6978869381094635,0.0069781136033064866,0.17346427398886072,239.0,-0.28067362540026514,0.7794400768111079,0.9356417501519254,4970.0,2220.5,0.09402762882315155,0.4246854011901363,1320.0,0.0069781136033064866,0.36950969607094525,False,239.0
P11142 (gene HSPA8):  Heat shock cognate 71 kDa protein,HSPA8,58,0.9666666666666667,95928385.01666667,126942439.40845978,False,58,0.9206349206349206,97167303.95079364,164605644.8615317,False,1.0,0.9872496314732025,-0.018513170739983417,-1.0,1.1014832300686437,0.2706863992392671,0.6509723852666315,2452.5,-0.04620196748986021,0.9632254407443478,1.0,5507.0,1975.0,0.6689480245277091,0.9066206075266497,4402.0,0.2706863992392671,1.0,False,2452.5
P12111 (gene COL6A3):  Collagen alpha-3(VI) chain,COL6A3,56,0.9333333333333333,1498707.6683333332,2265418.546063599,False,59,0.9365079365079365,1655264.7360317458,3613818.77774247,False,-1.0,0.9054187138217898,-0.14334296937198746,-1.0,-0.07136643259868967,0.9431061243723323,1.0,5346.0,-0.2839143948606348,0.7769612338290006,0.9341698349503864,4962.0,2010.0,0.5453592477777918,0.8379610390334743,3882.0,0.5453592477777918,1.0,False,3882.0
P14618 (gene PKM):  Pyruvate kinase PKM,PKM,58,0.9666666666666667,89313521.66666667,145729736.47088644,False,61,0.9682539682539683,127303374.3015873,183105046.96575737,False,-1.0,0.7015801596513719,-0.5113201452479631,-1.0,-0.049608309724858475,0.9604345245844627,1.0,5460.5,-1.2588695021828828,0.21050078315728285,0.5961345073779628,2105.0,1715.0,0.37726306398747234,0.7086748865709257,3176.0,0.21050078315728285,1.0,False,2105.0
P01876 (gene IGHA1):  Immunoglobulin heavy constant alpha 1,IGHA1,56,0.9333333333333333,292402051.03333336,379046026.6187227,False,57,0.9047619047619048,487507694.47619045,891392923.4920826,False,1.0,0.5997896122388556,-0.7374715585114239,-1.0,0.5795503728233611,0.5622178678588593,0.834926626188562,3963.0,-1.5531516051858456,0.12299863533176687,0.5303597626050485,1372.0,1800.0,0.6505680616187907,0.8972004289453779,4326.0,0.12299863533176687,1.0,False,1372.0
P14923 (gene JUP):  Junction plakoglobin,JUP,59,0.9833333333333333,13076964.133333333,16070787.421778796,False,60,0.9523809523809523,14039399.936507937,26505253.476352498,False,1.0,0.9314475114657269,-0.10245362156765211,-1.0,0.9673620396347438,0.33336307967733314,0.6509723852666315,2983.5,-0.2400871063538109,0.8106689975146102,0.9533710307849723,5073.0,2189.5,0.13030280672306913,0.4942801484445369,1572.0,0.13030280672306913,1.0,False,1572.0
P62937 (gene PPIA):  Peptidyl-prolyl cis-trans isomerase A,PPIA,60,1.0,305310224.53333336,396492625.4110147,False,61,0.9682539682539683,377450690.06349206,733607435.3422819,False,1.0,0.8088744637928081,-0.3060122791503894,-1.0,1.3914904141276763,0.1640767644601807,0.5087744162003327,1861.5,-0.6682392190954474,0.5052536197784537,0.7658767814620298,3935.0,1966.0,0.7024495101856956,0.9251244542533907,4529.5,0.1640767644601807,1.0,False,1861.5
P63104 (gene YWHAZ):  14-3-3 protein zeta/delta,YWHAZ,58,0.9666666666666667,196424708.51666668,291410026.87333226,False,57,0.9047619047619048,235956060.97142857,425461441.45335495,False,1.0,0.832463076845695,-0.2645418107310163,-1.0,1.3916454356744536,0.1640297929091037,0.5087744162003327,1848.0,-0.5934650063092102,0.55397774000035,0.7985095909258488,4139.0,1961.0,0.7212679985224102,0.9338760221383119,4606.0,0.1640297929091037,1.0,False,1848.0
P01834 (gene IGKC):  Immunoglobulin kappa constant,IGKC,60,1.0,936047067.3333334,1186518919.0758967,False,62,0.9841269841269841,1084066713.5079365,1364323492.283144,False,1.0,0.8634589141699347,-0.21180056303181252,-1.0,0.9798915009479252,0.32713967869426297,0.6509723852666315,2826.0,-0.6354965127380306,0.5263046791193162,0.7824404972902668,4013.0,1835.0,0.7827328411277678,0.9717860114960831,4804.0,0.32713967869426297,1.0,False,2826.0
P47929 (gene LGALS7B):  Galectin-7,LGALS7B,57,0.95,156036259.5,261360762.71631378,False,60,0.9523809523809523,216688343.17460316,447984317.90283716,False,-1.0,0.7200953092999024,-0.47374022561816337,-1.0,-0.06127461753922847,0.9511405050779711,1.0,5398.0,-0.9039151159335299,0.3678365264433967,0.6631951395470852,3309.0,1881.5,0.9677098667025568,1.0,5420.0,0.3678365264433967,1.0,False,3309.0
P0DOY2 (gene IGLC2):  Immunoglobulin lambda constant 2,IGLC2,59,0.9833333333333333,383264131.5,523554797.42639315,False,60,0.9523809523809523,449174216.50793654,790549714.4994087,False,1.0,0.853263872712131,-0.22893612944802028,-1.0,0.9673620396347438,0.33336307967733314,0.6509723852666315,2983.5,-0.5379531836993228,0.5915974778443162,0.8247970197321657,4279.0,1931.5,0.8356542222795187,1.0,4965.0,0.33336307967733314,1.0,False,2983.5
P68363 (gene TUBA1B):  Tubulin alpha-1B chain,TUBA1B,59,0.9833333333333333,121819235.98333333,169051030.6589603,False,60,0.9523809523809523,99434395.85714285,172361078.55750215,False,1.0,1.22512169891744,0.292925068169835,1.0,0.9673620396347438,0.33336307967733314,0.6509723852666315,2983.5,0.7208011534775747,0.47242216329657927,0.7435410486690983,3790.0,2119.5,0.24657266194493133,0.6285155575763397,2340.0,0.24657266194493133,1.0,False,2340.0
P04075 (gene ALDOA):  Fructose-bisphosphate aldolase A,ALDOA,57,0.95,120542409.25,181139867.2707021,False,57,0.9047619047619048,184682428.03174603,297365989.4622619,False,1.0,0.6527010205284862,-0.615505799862672,-1.0,0.9630062057852747,0.33554440897236193,0.6509723852666315,3045.5,-1.4244322780523295,0.15689535456353998,0.5590932766732328,1674.0,1763.0,0.5220495051819121,0.8258215075320388,3756.0,0.15689535456353998,1.0,False,1674.0
P31151 (gene S100A7):  Protein S100-A7,S100A7,60,1.0,189109319.25,239806165.55181256,False,61,0.9682539682539683,604947554.8095238,1352138860.4003143,False,1.0,0.3126044857054483,-1.677589614507003,-1.0,1.3914904141276763,0.1640767644601807,0.5087744162003327,1861.5,-2.3281420292173287,0.021564723852153352,0.426520858123422,301.0,1602.0,0.14575326874250663,0.5039447599673988,1661.0,0.021564723852153352,0.5696156936396383,False,301.0
P02545 (gene LMNA):  Prelamin-A/C,LMNA,59,0.9833333333333333,31667094.7,59408540.53659845,False,62,0.9841269841269841,22037501.306349207,54747403.35241863,False,-1.0,1.436963939776375,0.523023858205441,1.0,-0.03478726035319178,0.9722493792494706,1.0,5561.0,0.9277765292399205,0.3553704906805193,0.6561870465490492,3231.0,2130.5,0.22461202377732736,0.5984972460274832,2239.0,0.22461202377732736,1.0,False,2239.0
P20930 (gene FLG):  Filaggrin,FLG,60,1.0,7574121.15,11718044.324250143,False,62,0.9841269841269841,8197792.82063492,20070869.550468985,False,1.0,0.9239220014116506,-0.11415703212736636,-1.0,0.9798915009479252,0.32713967869426297,0.6509723852666315,2826.0,-0.20742366185706576,0.8360276931962829,0.9691799539102516,5146.0,1977.0,0.6616231750424804,0.9024750523952494,4369.0,0.32713967869426297,1.0,False,2826.0
P04792 (gene HSPB1):  Heat shock protein beta-1,HSPB1,57,0.95,216638448.16666666,351704251.0304834,False,60,0.9523809523809523,501603483.3333333,906900528.8198371,False,-1.0,0.4318918336193098,-1.211258057129898,-1.0,-0.06127461753922847,0.9511405050779711,1.0,5398.0,-2.2577719738102346,0.02575245154031561,0.43015016938321315,354.0,1717.5,0.3841169335508239,0.7136604011476126,3210.0,0.02575245154031561,0.59093212513055,False,354.0
P68371 (gene TUBB4B):  Tubulin beta-4B chain,TUBB4B,59,0.9833333333333333,106728192.08500001,181923779.85581517,False,59,0.9365079365079365,74376842.93809524,142735550.759222,False,1.0,1.434965344977465,0.5210158956237031,1.0,1.3144797993339947,0.18868479170354446,0.5472501056409073,2056.0,1.0910656642046197,0.27741185205535523,0.6381380402114618,2528.0,2190.0,0.12965574625032145,0.4930058522176021,1569.0,0.12965574625032145,1.0,False,1569.0
Q01469 (gene FABP5):  Fatty acid-binding protein 5,FABP5,60,1.0,271462643.43333334,457528291.00131714,False,62,0.9841269841269841,828470979.2063493,1308646925.6438706,False,1.0,0.3276670520111474,-1.609697482396952,-1.0,0.9798915009479252,0.32713967869426297,0.6509723852666315,2826.0,-3.0948707021555433,0.0024464158182802907,0.3663104055522725,37.0,1380.0,0.009938226768937675,0.19062780184754952,311.0,0.0024464158182802907,0.25456947857895723,False,37.0
P13639 (gene EEF2):  Elongation factor 2,EEF2,56,0.9333333333333333,17693173.533333335,31775930.659007136,False,57,0.9047619047619048,14482912.761904761,25224706.72128104,False,1.0,1.2216585036589798,0.2888410577170136,1.0,0.5795503728233611,0.5622178678588593,0.834926626188562,3963.0,0.6169917272940244,0.5383994308204725,0.7884418974212903,4073.0,2065.0,0.3771438056040963,0.7086748865709257,3174.0,0.3771438056040963,1.0,False,3174.0
Q6UWP8 (gene SBSN):  Suprabasin,SBSN,56,0.9333333333333333,19435023.633333333,39762201.97420995,False,56,0.8888888888888888,40165511.809523806,161168184.34649438,False,1.0,0.4838734216931983,-1.0472983981700537,-1.0,0.8633970960424567,0.387919175530014,0.711006390541342,3245.0,-0.9607481973059688,0.33859473187584554,0.6438791968797195,3137.0,1854.0,0.8573984059728337,1.0,5050.0,0.33859473187584554,1.0,False,3137.0
Q15149 (gene PLEC):  Plectin,PLEC,59,0.9833333333333333,2357528.0,5214616.73986071,False,60,0.9523809523809523,2168590.2555555557,4469640.555483541,False,1.0,1.0871246857073766,0.12051741703091823,1.0,0.9673620396347438,0.33336307967733314,0.6509723852666315,2983.5,0.2143118683915253,0.8306646092391923,0.9656557012316878,5132.0,1985.5,0.630737311115326,0.8846501226041427,4252.0,0.33336307967733314,1.0,False,2983.5
"P06576 (gene ATP5F1B):  ATP synthase subunit beta, mitochondrial",ATP5F1B,56,0.9333333333333333,18327315.666666668,31631394.65746276,False,55,0.873015873015873,15530515.650793651,27858705.695664167,False,1.0,1.1800841696926472,0.23888976371213558,1.0,1.126910409006444,0.2597803619757153,0.6409634572155162,2409.0,0.5167478951452525,0.6062753648977075,0.834000879587073,4336.0,2064.5,0.378418535077646,0.7093417516386276,3182.0,0.2597803619757153,1.0,False,2409.0
P21333 (gene FLNA):  Filamin-A,FLNA,58,0.9666666666666667,18787253.695,36366449.29439797,False,56,0.8888888888888888,9927378.877777778,15053753.3338353,False,1.0,1.8924686895000016,0.9202694313197256,1.0,1.6556948801220543,0.09778362467138224,0.42958549689946157,1352.5,1.7656758944101663,0.07997258482134235,0.4988065835686871,954.0,2139.0,0.20853458357821464,0.5786844215420515,2148.0,0.07997258482134235,0.8770522813311186,False,954.0
Q9NZT1 (gene CALML5):  Calmodulin-like protein 5,CALML5,60,1.0,136849434.33333334,169972583.5199856,False,61,0.9682539682539683,229933840.7936508,337315421.25156635,False,1.0,0.5951687401079223,-0.7486293407458646,-1.0,1.3914904141276763,0.1640767644601807,0.5087744162003327,1861.5,-1.9025093194597789,0.059481240740206914,0.4892909840428416,717.0,1723.0,0.3995310318670252,0.7273732487392959,3277.0,0.059481240740206914,0.7896724451174675,False,717.0
P07900 (gene HSP90AA1):  Heat shock protein HSP 90-alpha,HSP90AA1,58,0.9666666666666667,41610378.80333333,78800740.86508416,False,59,0.9365079365079365,36116492.56666666,76992813.87631665,False,1.0,1.1521157190589442,0.20428562904416633,1.0,0.7761451554968968,0.4376632844042291,0.7469377832269778,3473.0,0.38787103126960143,0.6987929795546339,0.8848198301079842,4711.0,2126.0,0.23339788359741898,0.6078414352837762,2290.0,0.23339788359741898,1.0,False,2290.0
P27482 (gene CALML3):  Calmodulin-like protein 3,CALML3,59,0.9833333333333333,40138038.833333336,51786059.88805536,False,57,0.9047619047619048,77486236.07936507,154405408.56558836,False,1.0,0.5180021751504555,-0.9489699389211185,-1.0,1.8801179271861292,0.060092007745900476,0.36511734360969633,980.5,-1.7661336479009826,0.0798953929523035,0.4988065835686871,953.0,1807.0,0.6763334177626183,0.9108880870628117,4427.0,0.060092007745900476,0.7896724451174675,False,953.0
P01009 (gene SERPINA1):  Alpha-1-antitrypsin,SERPINA1,58,0.9666666666666667,523796041.3333333,665075178.5475616,False,57,0.9047619047619048,591103726.3492063,938822756.880223,False,1.0,0.8861321930220577,-0.17440615909657092,-1.0,1.3916454356744536,0.1640297929091037,0.5087744162003327,1848.0,-0.45307127155930843,0.6513088213865657,0.8559179096246385,4539.0,1960.0,0.725060137866989,0.9355619879244789,4623.0,0.1640297929091037,1.0,False,1848.0
P29401 (gene TKT):  Transketolase,TKT,56,0.9333333333333333,37787079.416666664,59701177.764401056,False,53,0.8412698412698413,43251247.47777778,73820111.67319354,False,1.0,0.8736644980258791,-0.1948487281588236,-1.0,1.6069731962289358,0.10806024805784452,0.452094978901193,1421.5,-0.44639317058121136,0.6561111193389263,0.8578476743318068,4563.0,1900.0,0.9616337893481763,1.0,5382.0,0.10806024805784452,0.9694547968618062,False,1421.5
O43707 (gene ACTN4):  Alpha-actinin-4,ACTN4,59,0.9833333333333333,27902521.698333334,66211530.21208784,False,56,0.8888888888888888,15527997.593650794,31619527.865972858,False,1.0,1.796916925704608,0.8455237123289946,1.0,2.1231513698110254,0.03374116953135148,0.2955683613871034,679.0,1.3215665674340562,0.1888058519234266,0.5807268630185404,1935.0,2168.5,0.15948176299134786,0.514050707871522,1850.0,0.03374116953135148,0.6518389276166232,False,679.0
