Protein Details,Gene Name,BCC count,BCC proportion,BCC mean,BCC std,BCC UNIQUE,SCC count,SCC proportion,SCC mean,SCC std,SCC UNIQUE,Proportion Direction,Fold Change,Log2 Fold Change,Fold Change Direction,Proportion STAT,Proportion Pvalue,BH-corrected Proportion Pvalue,Proportion Rank,StudentT STAT,StudentT Pvalue,BH-corrected StudentT Pvalue,StudentT Rank,MannWhitneyU STAT,MannWhitneyU Pvalue,BH-corrected MannWhitneyU Pvalue,MannWhitneyU Rank,Minimal Pvalue,BH-corrected Minimal Pvalue,is 5% Significant?,Minimal Rank
"Q04695 (gene KRT17):  Keratin, type I cytoskeletal 17",KRT17,20,1.0,256356169.95,278817439.02947384,False,21,1.0,323011810.2380952,482936776.0803674,False,0.0,0.7936433338491138,-0.33343729418472245,-1.0,0.0,1.0,1.0,5723.0,-0.5244880154467413,0.6029077801792244,0.8848580114512308,4065.0,213.0,0.9480107273361829,1.0,5259.5,0.6029077801792244,1.0,False,4065.0
P06702 (gene S100A9):  Protein S100-A9,S100A9,20,1.0,2095674321.5,2378131759.6956596,False,21,1.0,4397638566.428572,3514194609.206018,False,0.0,0.4765453753972208,-1.0693145045845707,-1.0,0.0,1.0,1.0,5723.0,-2.384124832907114,0.022081780501966672,0.7521420675979401,66.0,142.0,0.07831683501712948,0.8313399882895016,517.0,0.022081780501966672,1.0,False,66.0
P01857 (gene IGHG1):  Immunoglobulin heavy constant gamma 1,IGHG1,20,1.0,2571452821.75,2425298583.4899187,False,21,1.0,2565385749.857143,2295045764.262228,False,0.0,1.0023649745045922,0.0034079087674531248,1.0,0.0,1.0,1.0,5723.0,0.008026672311220116,0.9936366299784563,1.0,5603.0,214.0,0.9272644735252321,1.0,5161.5,0.9272644735252321,1.0,False,5161.5
P07355;A6NMY6 (gene ANXA2;ANXA2P2):  Annexin A2; Putative annexin A2-like protein,ANXA2;ANXA2P2,20,1.0,268723015.85,297419776.7105411,False,21,1.0,332381527.3333333,421846906.890034,False,0.0,0.8084775890102541,-0.3067203121245888,-1.0,0.0,1.0,1.0,5723.0,-0.5422438800876798,0.5907356568673506,0.8764808753206658,4020.0,201.0,0.8245495899820174,1.0,4706.0,0.5907356568673506,1.0,False,4020.0
P05109 (gene S100A8):  Protein S100-A8,S100A8,20,1.0,1308416778.5,1700770141.4127932,False,21,1.0,3069962697.095238,3116717692.0053883,False,0.0,0.4261995690494897,-1.2303989605430914,-1.0,0.0,1.0,1.0,5723.0,-2.175889988880103,0.035685358642819555,0.7521420675979401,144.0,149.0,0.11457420069518734,0.8313399882895016,745.0,0.035685358642819555,1.0,False,144.0
Q09666 (gene AHNAK):  Neuroblast differentiation-associated protein AHNAK,AHNAK,20,1.0,19607599.75,21785412.65677486,False,21,1.0,17706836.450476192,25279359.809370007,False,0.0,1.107346295586956,0.14710646042040454,1.0,0.0,1.0,1.0,5723.0,0.2509926920974916,0.8031374866095535,0.9742505394747656,4915.0,241.0,0.426321658672952,0.9064273042205387,2804.0,0.426321658672952,1.0,False,2804.0
P08670 (gene VIM):  Vimentin,VIM,20,1.0,653325763.5,982601319.8143835,False,21,1.0,381979824.47619045,667213023.8516233,False,0.0,1.7103672017125642,0.7743060930749709,1.0,0.0,1.0,1.0,5723.0,1.0131173782628726,0.3172485209367541,0.7521420675979401,2418.0,284.0,0.05523425371806383,0.8313399882895016,362.0,0.05523425371806383,1.0,False,362.0
P35579 (gene MYH9):  Myosin-9,MYH9,20,1.0,102558006.875,173311150.67385936,False,21,1.0,74289316.86190476,109836976.10204346,False,0.0,1.380521604009929,0.4652134650749211,1.0,0.0,1.0,1.0,5723.0,0.6113934695155383,0.5444867064451394,0.8575521886620121,3788.0,237.0,0.48945638722977547,0.9480833786405326,3077.5,0.48945638722977547,1.0,False,3077.5
P04406 (gene GAPDH):  Glyceraldehyde-3-phosphate dehydrogenase,GAPDH,20,1.0,745238328.15,875528424.0336231,False,21,1.0,769261102.0476191,724889142.7574998,False,0.0,0.9687716253510333,-0.045771484773409594,-1.0,0.0,1.0,1.0,5723.0,-0.09351216426681587,0.9259754479195408,1.0,5359.0,198.0,0.7642204013250614,1.0,4462.0,0.7642204013250614,1.0,False,4462.0
P02461 (gene COL3A1):  Collagen alpha-1(III) chain,COL3A1,18,0.9,9091737.4,17737033.08990536,False,19,0.9047619047619048,1408830.8904761905,1837432.1764375546,False,-1.0,6.453391575564122,2.6900575672433353,1.0,-0.051364896946773105,0.9590347560104167,1.0,5288.0,1.925136130306076,0.06152776735657738,0.7521420675979401,311.0,271.0,0.11441628553520254,0.8313399882895016,742.0,0.06152776735657738,1.0,False,311.0
P68871 (gene HBB):  Hemoglobin subunit beta,HBB,20,1.0,10881305430.0,11630447753.921562,False,21,1.0,8140823695.952381,13158213037.175055,False,0.0,1.336634453269168,0.4186049668801077,1.0,0.0,1.0,1.0,5723.0,0.6878666904806757,0.4956077934007572,0.832526115427796,3551.0,250.0,0.3028973340674247,0.8541590255873036,1925.0,0.3028973340674247,1.0,False,1925.0
P23527 (gene H2BC17):  Histone H2B type 1-O,H2BC17,16,0.8,669661952.5,1127482516.5558577,False,13,0.6190476190476191,125132861.90476191,216094614.1253596,False,1.0,5.351607421955006,2.4199722880324765,1.0,1.272891110375302,0.20305668418360434,0.7680717044260962,1468.0,2.11808438678032,0.04059416958638488,0.7521420675979401,171.0,288.0,0.0406564716506005,0.8313399882895016,288.0,0.04059416958638488,1.0,False,171.0
P02787 (gene TF):  Serotransferrin,TF,20,1.0,1407886407.3,1431039556.5260344,False,21,1.0,1489854404.2476192,1855597233.056901,False,0.0,0.944982545466237,-0.08164041296302851,-1.0,0.0,1.0,1.0,5723.0,-0.15394317132428167,0.8784483982698638,1.0,5195.0,220.0,0.8043052087807805,1.0,4624.0,0.8043052087807805,1.0,False,4624.0
P15924 (gene DSP):  Desmoplakin,DSP,20,1.0,38371759.410000004,38356250.61931531,False,21,1.0,48036177.104761906,71697776.16521536,False,0.0,0.7988095998212845,-0.32407642418441984,-1.0,0.0,1.0,1.0,5723.0,-0.5211769829311393,0.6051904971392874,0.8850846345320618,4077.0,228.0,0.6480768681391461,0.9761238564297262,3957.0,0.6051904971392874,1.0,False,3957.0
"P08779 (gene KRT16):  Keratin, type I cytoskeletal 16",KRT16,20,1.0,239379445.5,314023944.97966033,False,21,1.0,624570423.1904762,1095373741.067786,False,0.0,0.383270543419562,-1.383564972030809,-1.0,0.0,1.0,1.0,5723.0,-1.4770826698720558,0.14768375089092906,0.7521420675979401,961.0,166.0,0.2565563023204098,0.8541590255873036,1684.0,0.14768375089092906,1.0,False,961.0
P68104;Q5VTE0 (gene EEF1A1;EEF1A1P5):  Elongation factor 1-alpha 1; Putative elongation factor 1-alpha-like 3,EEF1A1;EEF1A1P5,20,1.0,480009373.45,525853601.88958514,False,21,1.0,378113886.47619045,451244498.70185983,False,0.0,1.2694835884590674,0.34424174433417004,1.0,0.0,1.0,1.0,5723.0,0.6503738805097025,0.5192639666164461,0.8469089461454671,3656.0,239.0,0.45727721800700283,0.9335967737208044,2916.0,0.45727721800700283,1.0,False,2916.0
P31947 (gene SFN):  14-3-3 protein sigma,SFN,20,1.0,347964672.95,494037048.1865945,False,21,1.0,552314745.7142857,706515385.8345958,False,0.0,0.6300115570877818,-0.6665498008775084,-1.0,0.0,1.0,1.0,5723.0,-1.042051394514732,0.30380470392719167,0.7521420675979401,2182.0,169.0,0.29082109382950305,0.8541590255873036,1844.5,0.29082109382950305,1.0,False,1844.5
P51884 (gene LUM):  Lumican,LUM,20,1.0,89698809.9,80720303.79665138,False,21,1.0,105548186.8095238,170662435.383081,False,0.0,0.8498375255074062,-0.2347410460488652,-1.0,0.0,1.0,1.0,5723.0,-0.36778043336662003,0.7150254986930045,0.9302498252614845,4585.0,264.0,0.16289874132299764,0.8313399882895016,1114.5,0.16289874132299764,1.0,False,1114.5
P06733 (gene ENO1):  Alpha-enolase,ENO1,20,1.0,812742691.3,883518226.5163863,False,21,1.0,994305264.5714285,1087519904.339914,False,0.0,0.8173975541106205,-0.2908901684822501,-1.0,0.0,1.0,1.0,5723.0,-0.5706090280610108,0.5715379694102776,0.869180608080988,3923.0,193.0,0.6669385602882193,0.9797529566294783,4051.5,0.5715379694102776,1.0,False,3923.0
P07585 (gene DCN):  Decorin,DCN,20,1.0,23573300.35,39885472.51469084,False,19,0.9047619047619048,27562550.933333334,64994089.26603039,False,1.0,0.8552655524162786,-0.2255556612378489,-1.0,1.4150766772306016,0.15704601556934175,0.7353250429481032,1159.0,-0.22967629671229262,0.8195436729228878,0.9808636052815018,4983.0,257.0,0.22518065099952844,0.8541590255873036,1509.0,0.15704601556934175,1.0,False,1159.0
P11142 (gene HSPA8):  Heat shock cognate 71 kDa protein,HSPA8,20,1.0,287785155.05,286833843.59118116,False,20,0.9523809523809523,291501911.85238093,378167728.17657304,False,1.0,0.9872496314732093,-0.01851317073997352,-1.0,0.9880235200593546,0.32314112941828677,0.7680717044260962,2336.5,-0.03445588274904742,0.9726893724372982,1.0,5519.0,229.0,0.6294383760828808,0.9752245114081813,3847.0,0.32314112941828677,1.0,False,2336.5
P12111 (gene COL6A3):  Collagen alpha-3(VI) chain,COL6A3,20,1.0,4496123.005000001,5258040.997295233,False,21,1.0,4965794.208095239,8290736.497723593,False,0.0,0.9054187138221546,-0.14334296937140634,-1.0,0.0,1.0,1.0,5723.0,-0.21010428349337254,0.8346800940710023,0.9884863118117753,5037.0,238.0,0.47321631772276807,0.9405963231630795,2998.5,0.47321631772276807,1.0,False,2998.5
P14618 (gene PKM):  Pyruvate kinase PKM,PKM,20,1.0,267940565.0,351311066.167999,False,21,1.0,381910122.9047619,401831914.57979167,False,0.0,0.7015801596513754,-0.5113201452479558,-1.0,0.0,1.0,1.0,5723.0,-0.9410948364841126,0.3524492739453692,0.7572830283084709,2773.0,175.0,0.3682107713609517,0.8611311101291407,2550.0,0.3524492739453692,1.0,False,2550.0
P01876 (gene IGHA1):  Immunoglobulin heavy constant alpha 1,IGHA1,20,1.0,877206153.1,928152790.2532008,False,21,1.0,1462523083.4285715,2275281579.5237303,False,0.0,0.5997896122388564,-0.7374715585114221,-1.0,0.0,1.0,1.0,5723.0,-1.0424775328925553,0.303609685130013,0.7521420675979401,2178.0,193.0,0.6669385602882193,0.9797529566294783,4051.5,0.303609685130013,1.0,False,2178.0
P14923 (gene JUP):  Junction plakoglobin,JUP,20,1.0,39230892.4,36876921.255173415,False,21,1.0,42118199.809523806,58082266.6252813,False,0.0,0.9314475114657712,-0.1024536215675835,-1.0,0.0,1.0,1.0,5723.0,-0.18431065238934477,0.8547248070617885,0.9967054134853663,5114.0,239.0,0.45727721800700283,0.9335967737208044,2916.0,0.45727721800700283,1.0,False,2916.0
P62937 (gene PPIA):  Peptidyl-prolyl cis-trans isomerase A,PPIA,20,1.0,915930673.6,817431192.4666041,False,21,1.0,1132352070.1904762,1388679877.210588,False,0.0,0.8088744637928096,-0.3060122791503868,-1.0,0.0,1.0,1.0,5723.0,-0.589424575719935,0.5589757977643004,0.8618095192984478,3869.0,219.0,0.8245495899820174,1.0,4706.0,0.5589757977643004,1.0,False,3869.0
P63104 (gene YWHAZ):  14-3-3 protein zeta/delta,YWHAZ,20,1.0,589274125.55,704870882.6802708,False,21,1.0,707868182.9142858,998409007.4417953,False,0.0,0.8324630768456972,-0.2645418107310124,-1.0,0.0,1.0,1.0,5723.0,-0.4266374698640737,0.6719893259113459,0.9103964565854549,4402.0,212.0,0.9687922919075448,1.0,5351.0,0.6719893259113459,1.0,False,4402.0
P01834 (gene IGKC):  Immunoglobulin kappa constant,IGKC,20,1.0,2808141202.0,2870919850.2110887,False,21,1.0,3252200140.5238094,3181702401.040145,False,0.0,0.8634589141699353,-0.2118005630318116,-1.0,0.0,1.0,1.0,5723.0,-0.4568636387841039,0.6503036410958589,0.9036981297385601,4293.0,192.0,0.6480768681391461,0.9761238564297262,3957.0,0.6480768681391461,1.0,False,3957.0
P47929 (gene LGALS7B):  Galectin-7,LGALS7B,20,1.0,468108778.5,586175226.3797675,False,21,1.0,650065029.5238096,910556683.6180376,False,0.0,0.7200953092999047,-0.4737402256181587,-1.0,0.0,1.0,1.0,5723.0,-0.7380353372689544,0.4649109944790303,0.8129129522455729,3412.0,195.0,0.7052899104973036,1.0,4199.0,0.4649109944790303,1.0,False,3412.0
P0DOY2 (gene IGLC2):  Immunoglobulin lambda constant 2,IGLC2,20,1.0,1149792394.5,1185717597.59626,False,21,1.0,1347522649.5238094,1704917733.293247,False,0.0,0.8532638727121324,-0.22893612944801783,-1.0,0.0,1.0,1.0,5723.0,-0.41855518959834703,0.6778373072160462,0.9137835886032128,4425.0,202.0,0.8449113629461404,1.0,4812.5,0.6778373072160462,1.0,False,4425.0
P68363 (gene TUBA1B):  Tubulin alpha-1B chain,TUBA1B,20,1.0,365457707.95,364068337.2355402,False,21,1.0,298303187.5714286,394439399.7990507,False,0.0,1.225121698917448,0.29292506816984437,1.0,0.0,1.0,1.0,5723.0,0.5517564549175744,0.584263198033848,0.875861503676525,3977.0,246.0,0.35449174444421117,0.8541590255873036,2476.0,0.35449174444421117,1.0,False,2476.0
P04075 (gene ALDOA):  Fructose-bisphosphate aldolase A,ALDOA,20,1.0,361627227.75,388750314.6364448,False,20,0.9523809523809523,554047284.0952381,644455035.6596398,False,1.0,0.6527010205284887,-0.6155057998626665,-1.0,0.9880235200593546,0.32314112941828677,0.7680717044260962,2336.5,-1.1222812577076735,0.2686049520170951,0.7521420675979401,1918.0,179.0,0.426321658672952,0.9064273042205387,2804.0,0.2686049520170951,1.0,False,1918.0
P31151 (gene S100A7):  Protein S100-A7,S100A7,20,1.0,567327957.75,518910925.3716692,False,21,1.0,1814842664.4285715,2523956224.201478,False,0.0,0.31260448570544863,-1.6775896145070015,-1.0,0.0,1.0,1.0,5723.0,-2.1137278718391097,0.04098716339134247,0.7521420675979401,173.0,152.0,0.13368784776218665,0.8313399882895016,855.0,0.04098716339134247,1.0,False,173.0
P02545 (gene LMNA):  Prelamin-A/C,LMNA,20,1.0,95001284.1,137635723.8296372,False,21,1.0,66112503.91904762,122469175.59017217,False,0.0,1.4369639397764182,0.5230238582054844,1.0,0.0,1.0,1.0,5723.0,0.6932073213669174,0.4922873739762068,0.8317718700487255,3531.0,236.0,0.5059918577769523,0.9506414673789881,3135.0,0.4922873739762068,1.0,False,3135.0
P20930 (gene FLG):  Filaggrin,FLG,20,1.0,22722363.45,25265937.650114965,False,21,1.0,24593378.46190476,37557588.584959984,False,0.0,0.9239220014117258,-0.114157032127249,-1.0,0.0,1.0,1.0,5723.0,-0.18164096145936282,0.8568052890009868,0.9970692278408718,5125.0,225.0,0.7052899104973036,1.0,4199.0,0.7052899104973036,1.0,False,4199.0
P04792 (gene HSPB1):  Heat shock protein beta-1,HSPB1,20,1.0,649915344.5,802237976.1191325,False,21,1.0,1504810450.0,2056983888.4454508,False,0.0,0.4318918336193104,-1.211258057129896,-1.0,0.0,1.0,1.0,5723.0,-1.6941844363560403,0.09820310106338642,0.7521420675979401,585.0,169.0,0.29082109382950305,0.8541590255873036,1844.5,0.09820310106338642,1.0,False,585.0
P68371 (gene TUBB4B):  Tubulin beta-4B chain,TUBB4B,20,1.0,320184576.255,389487285.34619075,False,21,1.0,223130528.81428573,330992957.19613457,False,0.0,1.4349653449774777,0.5210158956237159,1.0,0.0,1.0,1.0,5723.0,0.8398932249435119,0.40608774569668593,0.7825321352798541,3096.0,252.0,0.2790730065000827,0.8541590255873036,1796.0,0.2790730065000827,1.0,False,1796.0
Q01469 (gene FABP5):  Fatty acid-binding protein 5,FABP5,20,1.0,814387930.3,1131892811.0599537,False,21,1.0,2485412937.6190476,2487495576.277308,False,0.0,0.3276670520111476,-1.6096974823969512,-1.0,0.0,1.0,1.0,5723.0,-2.677894692470184,0.010785880011409907,0.7521420675979401,23.0,127.0,0.03141569518048483,0.8217970928196975,226.0,0.010785880011409907,1.0,False,23.0
P13639 (gene EEF2):  Elongation factor 2,EEF2,20,1.0,53079520.6,72340065.03408657,False,20,0.9523809523809523,43448738.28571428,59525581.6016239,False,1.0,1.221658503659036,0.28884105771707996,1.0,0.9880235200593546,0.32314112941828677,0.7680717044260962,2336.5,0.4548980634703942,0.651704784733679,0.9038542356860715,4300.0,236.0,0.5059918577769523,0.9506414673789881,3135.0,0.32314112941828677,1.0,False,2336.5
Q6UWP8 (gene SBSN):  Suprabasin,SBSN,20,1.0,58305070.9,94037539.1445373,False,20,0.9523809523809523,120496535.42857143,280196932.2954868,False,1.0,0.4838734216932063,-1.04729839817003,-1.0,0.9880235200593546,0.32314112941828677,0.7680717044260962,2336.5,-0.9200165035351349,0.36322000752523,0.760350357086022,2849.0,192.0,0.6480768681391461,0.9761238564297262,3957.0,0.32314112941828677,1.0,False,2336.5
Q15149 (gene PLEC):  Plectin,PLEC,20,1.0,7072584.0,12044044.114041941,False,21,1.0,6505770.766666667,9885684.43141191,False,0.0,1.0871246857077108,0.1205174170313617,1.0,0.0,1.0,1.0,5723.0,0.16097241750801564,0.8729460981237045,1.0,5176.0,203.0,0.8653772820558827,1.0,4880.0,0.8653772820558827,1.0,False,4880.0
"P06576 (gene ATP5F1B):  ATP synthase subunit beta, mitochondrial",ATP5F1B,20,1.0,54981947.0,65210895.64814308,False,21,1.0,46591546.952380955,59495971.90634554,False,0.0,1.1800841696926978,0.23888976371219747,1.0,0.0,1.0,1.0,5723.0,0.42007301062058455,0.6767375261745877,0.913310992405719,4418.0,228.0,0.6480768681391461,0.9761238564297262,3957.0,0.6480768681391461,1.0,False,3957.0
P21333 (gene FLNA):  Filamin-A,FLNA,20,1.0,56361761.085,83842092.01341243,False,20,0.9523809523809523,29782136.633333333,34018549.23279648,False,1.0,1.8924686895001288,0.9202694313198226,1.0,0.9880235200593546,0.32314112941828677,0.7680717044260962,2336.5,1.3083185840238942,0.1984237854542989,0.7521420675979401,1416.0,234.0,0.5399241969807155,0.9662537524468522,3322.5,0.1984237854542989,1.0,False,1416.0
Q9NZT1 (gene CALML5):  Calmodulin-like protein 5,CALML5,20,1.0,410548303.0,402565902.5433684,False,21,1.0,689801522.3809524,633956425.0055441,False,0.0,0.5951687401079241,-0.7486293407458603,-1.0,0.0,1.0,1.0,5723.0,-1.6331320571211296,0.11049001662523346,0.7521420675979401,694.0,167.0,0.2676519266825975,0.8541590255873036,1730.0,0.11049001662523346,1.0,False,694.0
P07900 (gene HSP90AA1):  Heat shock protein HSP 90-alpha,HSP90AA1,20,1.0,124831136.41,182980124.72719628,False,21,1.0,108349477.69999999,170833869.32185417,False,0.0,1.1521157190589657,0.2042856290441933,1.0,0.0,1.0,1.0,5723.0,0.29089533110211074,0.7726728091577324,0.9575749853417181,4814.0,238.0,0.47321631772276807,0.9405963231630795,2998.5,0.47321631772276807,1.0,False,2998.5
P27482 (gene CALML3):  Calmodulin-like protein 3,CALML3,20,1.0,120414116.5,114993037.48575355,False,20,0.9523809523809523,232458708.23809522,341552403.69707566,False,1.0,0.51800217515046,-0.948969938921106,-1.0,0.9880235200593546,0.32314112941828677,0.7680717044260962,2336.5,-1.3593398318330312,0.18184757366862123,0.7521420675979401,1269.0,190.0,0.611032967113888,0.9694063355692148,3754.0,0.18184757366862123,1.0,False,1269.0
P01009 (gene SERPINA1):  Alpha-1-antitrypsin,SERPINA1,20,1.0,1571388124.0,1469445816.254784,False,20,0.9523809523809523,1773311179.047619,1968053100.077591,False,1.0,0.8861321930220586,-0.17440615909656945,-1.0,0.9880235200593546,0.32314112941828677,0.7680717044260962,2336.5,-0.36168091684072035,0.7195427496030097,0.9319288861800222,4606.0,215.0,0.9065675540052615,1.0,5063.5,0.32314112941828677,1.0,False,2336.5
P29401 (gene TKT):  Transketolase,TKT,20,1.0,113361238.25,142248860.02847087,False,19,0.9047619047619048,129753742.43333332,163190471.85679963,False,1.0,0.8736644980258926,-0.19484872815880122,-1.0,1.4150766772306016,0.15704601556934175,0.7353250429481032,1159.0,-0.33372090183699193,0.740377943081158,0.9402074943427392,4698.0,201.0,0.8245420723055354,1.0,4699.0,0.15704601556934175,1.0,False,1159.0
O43707 (gene ACTN4):  Alpha-actinin-4,ACTN4,20,1.0,83707565.095,143138551.63239357,False,20,0.9523809523809523,46583992.78095238,67210231.57542095,False,1.0,1.7969169257046853,0.8455237123290567,1.0,0.9880235200593546,0.32314112941828677,0.7680717044260962,2336.5,1.0445430570628491,0.30266563927882,0.7521420675979401,2175.0,232.0,0.5749587238880454,0.9662537524468522,3528.0,0.30266563927882,1.0,False,2175.0
P84243 (gene H3-3B):  Histone H3.3,H3-3B,17,0.85,590692763.1,1021699613.2872785,False,16,0.7619047619047619,116328692.85714285,183260510.45406604,False,1.0,5.077790771924118,2.344200950612388,1.0,0.7114871221349865,0.4767824281757047,0.8839291381281092,3174.5,2.04091150861981,0.04806893059070609,0.7521420675979401,225.0,282.5,0.059454922587279996,0.8313399882895016,386.0,0.04806893059070609,1.0,False,225.0
P10412 (gene H1-4):  Histone H1.4,H1-4,19,0.95,225490360.0,446434101.9188027,False,21,1.0,41656032.14285714,59028629.31491507,False,-1.0,5.413150230600155,2.4364684275748654,1.0,-1.0374246960623221,0.2995379738137113,0.7680717044260962,2006.0,1.8237666147745586,0.07585745915480016,0.7521420675979401,413.0,282.0,0.06220034373168631,0.8313399882895016,402.0,0.06220034373168631,1.0,False,402.0
P69905 (gene HBA2):  Hemoglobin subunit alpha,HBA2,20,1.0,12370050370.0,12120612010.935673,False,21,1.0,10659533430.952381,13169069075.311295,False,0.0,1.1604682747258657,0.21470708233660027,1.0,0.0,1.0,1.0,5723.0,0.42147931133330574,0.6757191891214864,0.9130995764591566,4415.0,237.0,0.48945638722977547,0.9480833786405326,3077.5,0.48945638722977547,1.0,False,3077.5
P20774 (gene OGN):  Mimecan,OGN,19,0.95,4887674.15,9974736.42572738,False,16,0.7619047619047619,4346925.904761905,13114441.126614666,False,1.0,1.124397851972724,0.16915260273763602,1.0,1.7032748236020379,0.08851664982430214,0.7353250429481032,670.5,0.14441140275099823,0.885919306703181,1.0,5223.0,274.5,0.09456374311123629,0.8313399882895016,650.0,0.08851664982430214,1.0,False,650.0
Q93077 (gene H2AC6):  Histone H2A type 1-C,H2AC6,19,0.95,605139841.0,1041344410.5154352,False,17,0.8095238095238095,109891964.28571428,178012010.35903797,False,1.0,5.50667962788123,2.4611826766362705,1.0,1.3739883243113507,0.16944530717919104,0.7353250429481032,1321.5,2.093705908269199,0.042836668979916726,0.7521420675979401,188.0,289.0,0.0404401281925035,0.8313399882895016,285.0,0.0404401281925035,1.0,False,188.0
P29508 (gene SERPINB3):  Serpin B3,SERPINB3,20,1.0,302965104.35,607285222.8274735,False,21,1.0,639805102.4285715,952287618.9388226,False,0.0,0.47352717757330315,-1.0784808649169777,-1.0,0.0,1.0,1.0,5723.0,-1.309857265821419,0.19790762635977743,0.7521420675979401,1411.0,171.0,0.31530245208174557,0.8541590255873036,1967.0,0.19790762635977743,1.0,False,1411.0
